section_number,section_title,chunk_count,earliest_created_at,latest_created_at
NVIC 01-81 §1,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.122 - Piping, valves, and fittings.",7,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §10,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.15(b) - Less oily water mixtures will be generated from the use of 53T, CBT,",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §11,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.17- A slop tank may be used as an oil residue tank provided that any piping",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §12,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.35- A tank vessel with SBT should be allowed to carry I ballast water in",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §19,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — There were no requirements for CET or COW prior to the amendments of November 19. There are",2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §2,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.124 - Tank washing machines. The Coast Guard will not be reviewing for",5,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §3,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.140(b) - The third inspection is conducted to verify that effluent discharged",7,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §4,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.128 - Stripping system.",4,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §5,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.10- If a tank vessel is contracted for prior to 1 June 1979 and was scheduled",3,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §6,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.132 - Cargo tanks: hydrocarbon vapor emissions. The mans to discharge",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §7,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.134 - Cargo tank drainage. Compliance with this requirement should not be a",3,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §8,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.225(e) - The CDT piping system should be arranged so that clean ballast",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-81 §9,"Guidance for Enforcement of the Requirements of the Port and Tanker Safety Act of 1978(PTSA) Pertaining to SBT, CBT, COW, IGS, Steering Gear, and Navigation Equipment for Tank Vessels — 33 CFR 157.11(f)- When calculating the cross sectional areas of the piping line to",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 01-83 §1,Painters for Life Floats and Buoyant Apparatus — PURPOSE. This Circular is intended to provide information to vessel owners/operators and,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-83 §2,"Painters for Life Floats and Buoyant Apparatus — BACKGROUND. On 20 September 1982, the Coast Guard published rules requiring a new",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-83 §3,Painters for Life Floats and Buoyant Apparatus — DISCUSSION.,3,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-83 §4,Painters for Life Floats and Buoyant Apparatus — ACTION,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-84 §1,"Lack of Topstitching on Some Type I Personal Flotation Devices (PFDs) — PURPOSE. This Circular informs vessel owners and operators, and Officers in Charge of Marine",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-84 §2,Lack of Topstitching on Some Type I Personal Flotation Devices (PFDs) — BACKGROUND. We have received several failure reports concerning Gladding Corporation (now,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-84 §3,Lack of Topstitching on Some Type I Personal Flotation Devices (PFDs) — DISCUSSION. The manufacturer has agreed to repair the devices or provide instructions on how,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-84 §4,Lack of Topstitching on Some Type I Personal Flotation Devices (PFDs) — ACTION.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 01-86 §1,Shipment and Discharge of Seamen — All masters and officers making entries into the official logbook are to be reminded that the,4,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 01-86 §2,Shipment and Discharge of Seamen — CREW MEMBER INFORMATION ON THE PARTICULARS OF ENGAGEMENT,3,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 01-86 §3,"Shipment and Discharge of Seamen — When a vessel is employed exclusively on the Great Lakes, the Master must submit a",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 01-86 §4,Shipment and Discharge of Seamen — ACTION. The following action is taken:,2,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 01-86 §5,"Shipment and Discharge of Seamen — When a vessel is engaged on a coastwise voyage, prior to sailing the Master must submit",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 01-86 §6,Shipment and Discharge of Seamen — Every discharge entry made on a Form CG-735-T or equivalent must agree exactly with,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 01-86 §7,Shipment and Discharge of Seamen — The original completed Certificate of Discharge must be issued to the seaman who signs,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 01-89 §1,UNDERWATER SURVEY GUIDANCE (UWILD) — Applicability. This enclosure applies to vessels that are subject to inspection pursuant to,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §10,UNDERWATER SURVEY GUIDANCE (UWILD) — DISTRIBUTION. No paper distribution will be made of this Change. An electronic version,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §11,UNDERWATER SURVEY GUIDANCE (UWILD) — RECORDS MANAGEMENT CONSIDERATIONS. Records created as a result of this,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §13,UNDERWATER SURVEY GUIDANCE (UWILD) — REPORTS. None.,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §14,UNDERWATER SURVEY GUIDANCE (UWILD) — SECTION 508. This publication is created to adhere to accessibility guidelines and,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §15,UNDERWATER SURVEY GUIDANCE (UWILD) — QUESTIONS. All requests for changes or questions regarding this circular should be,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §2,"UNDERWATER SURVEY GUIDANCE (UWILD) — Application of ACS Rules. In accordance with 46 USC 3316, the Coast Guard delegates",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §3,UNDERWATER SURVEY GUIDANCE (UWILD) — Application for UWILD Enrollment.,2,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §4,UNDERWATER SURVEY GUIDANCE (UWILD) — Preparing for the UWILD. After a vessel is approved to conduct a UWILD by the,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §5,"UNDERWATER SURVEY GUIDANCE (UWILD) — Preparatory Meeting. The vessel owner or operator, diving company, and the Coast",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §6,UNDERWATER SURVEY GUIDANCE (UWILD) — Conducting the Survey (UWILD).,2,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §7,"UNDERWATER SURVEY GUIDANCE (UWILD) — Documenting the Exam. After completion of the UWILD, the OCMI will update the",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §8,UNDERWATER SURVEY GUIDANCE (UWILD) — Additional guidance for unclassed Inspected Towing Vessels (ITVs) enrolled in the,2,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-89 §9,UNDERWATER SURVEY GUIDANCE (UWILD) — ENVIRONMENTAL ASPECT AND IMPACT CONSIDERATIONS. The Office of,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 01-92 §1,Implementation of Lifesaving Equipment Regulations for Commercial Fishing Vessels — PURPOSE. This Circular changes enclosure (1) to Navigation and Vessel Inspection Circular,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 01-92 §2,Implementation of Lifesaving Equipment Regulations for Commercial Fishing Vessels — DISCUSSION.,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 01-92 §3,"Implementation of Lifesaving Equipment Regulations for Commercial Fishing Vessels — IMPLEMENTATION. Until January 1, 1999, -",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 01-94 §1,Marking of Life Preservers and PFDs — PURPOSE. This circular is to be used by vessel operators and Coast Guard marine inspectors to,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 01-94 §2,Marking of Life Preservers and PFDs — BACKGROUND.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 01-94 §3,"Marking of Life Preservers and PFDs — DISCUSSION. Recent questions from Officers in Charge, Marine Inspection (OCMIs) indicate",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 01-94 §4,Marking of Life Preservers and PFDs — IMPLEMENTATION. Vessel operators and Coast Guard marine inspectors are to pay particular,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 01-95 §1,Voluntary Training Standards for Entry-Level Personnel on Towing Industry Vessels — PURPOSE. This circular recommends that the towing industry adopt,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 01-95 §3,"Voluntary Training Standards for Entry-Level Personnel on Towing Industry Vessels — BACKGROUND. Pursuant to 46 U.S.C. 8904, as implemented by the regulations",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 01-95 §4,Voluntary Training Standards for Entry-Level Personnel on Towing Industry Vessels — DISCUSSION.,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 01-95 §5,Voluntary Training Standards for Entry-Level Personnel on Towing Industry Vessels — ACTION.,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 01-95 §6,Voluntary Training Standards for Entry-Level Personnel on Towing Industry Vessels — IMPLEMENTATION,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 01-96 §1,Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — For a vacuum displacement system:,3,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:30.458455+00
NVIC 01-96 §2,Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — Background.,4,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:30.458455+00
NVIC 01-96 §3,Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — Is operating properly.,2,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-96 §4,"Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — Implementation. Captains of the Port and Officers in Charge, Marine Inspection are",4,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-96 §5,Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — The maximum and minimum operating pressures of the barge being cleaned are,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-96 §6,"Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — Be abrasion resistant, resistant to kinking, and compatible with the vapors being",2,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-96 §7,Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — The facility vapor connection must be electrically insulated from the barge vapor,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 01-96 §8,"Safety Standards for the Design and Operation of a Marine Vapor Control System (VCS) at Tank Barge Cleaning Facilities. — All equipment is bonded in accordance with Section Four, paragraph H. of this part.",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 01-97 §1,Shipboard Safety Management and Contingency Plan for Passenger Vessels — PURPOSE. This Navigation and Vessel Inspection Circular (NVIC) provides guidance on,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-97 §2,Shipboard Safety Management and Contingency Plan for Passenger Vessels — ACTION.,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-97 §3,Shipboard Safety Management and Contingency Plan for Passenger Vessels — DIRECTIVES AFFECTED. None.,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-97 §4,Shipboard Safety Management and Contingency Plan for Passenger Vessels — BACKGROUND.,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 01-97 §5,Shipboard Safety Management and Contingency Plan for Passenger Vessels — DISCUSSION.,16,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-06 §1,Follow up Programs for Fire Safety Type-Approved Products. — PURPOSE.,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §2,Follow up Programs for Fire Safety Type-Approved Products. — DISCUSSION.,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §3,Follow up Programs for Fire Safety Type-Approved Products. — GUIDELINES.,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §4,Follow up Programs for Fire Safety Type-Approved Products. — DOCUMENTATION.,5,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §5,Follow up Programs for Fire Safety Type-Approved Products. — DISCUSSION.,3,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §6,Follow up Programs for Fire Safety Type-Approved Products. — DOCUMENTATION.,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §7,"Follow up Programs for Fire Safety Type-Approved Products. — DISCLAIMER. While the guidance contained in this document may assist industry,",1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §8,Follow up Programs for Fire Safety Type-Approved Products. — CHANGES. This Circular will be posted on the web at ht~://www.uscg.millhql~-~dnvicl.,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 02-06 §9,Follow up Programs for Fire Safety Type-Approved Products. — FORMS AND REPORTS. None.,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
